Date,volatility,momentum,price_strength,volume,breadth,safe_haven,sentiment_index,grade
2017-05-30,34.26481645567242,99.40550700332213,,69.69555253534313,92.33423097712554,97.03025764463969,78.5,탐욕
2017-05-31,34.68076451868387,99.32724800682642,,80.80774242945516,86.47456945898743,96.21738800168639,79.5,탐욕
2017-06-01,35.24129440683552,99.03485331783088,,75.47199774858316,92.7930171615192,96.6207520814199,79.8,탐욕
2017-06-02,31.245294928447052,99.56899822868706,,81.25810429822351,95.69185983086903,97.23567677975888,81.0,극도의 탐욕
2017-06-05,33.09816154087318,99.34893190053631,,80.54149349485631,93.48463766162237,92.45965993190654,79.8,탐욕
2017-06-07,66.93406111765208,98.86073168106238,,62.89264033327384,89.27533318610773,59.24637768816764,75.4,탐욕
2017-06-08,78.6045556924956,98.74324745690282,68.13235174205894,44.83477653272703,93.67066469545414,69.35751642194856,75.6,탐욕
2017-06-09,83.2601452512069,99.16621275249543,78.46622806756226,67.22544185012949,95.24495896379739,61.496102084478856,80.8,극도의 탐욕
2017-06-12,75.28785601129889,97.71810020310265,44.06598841293141,58.33871060998952,74.63146651672344,58.069453363156775,68.0,탐욕
2017-06-13,72.74331450581457,98.41143491594627,69.63853307883983,55.450562969923745,78.35598080222512,62.977298637262756,72.9,탐욕
2017-06-14,72.11485998390681,97.98668819186764,66.55830503344556,56.84314199041346,74.1480500196247,59.213314824437816,71.1,탐욕
2017-06-15,69.25061570401469,96.75106023872712,49.434672716041774,47.85059373228505,46.14293044141773,48.81854430574896,59.7,중립
2017-06-16,70.65880793338894,96.32321118185186,49.72809980933256,25.48289168697611,35.661294297042346,59.808527609091456,56.3,중립
2017-06-19,70.30394897300476,96.76740719579743,64.0831397783465,24.754263167275596,46.539176196094715,66.08147336192616,61.4,탐욕
2017-06-20,72.07893821230365,96.15863289449898,61.397608305671504,28.61124335458345,55.56062252058756,52.46074197745012,61.0,탐욕
2017-06-21,69.00270928837105,94.17416184252197,42.334195161577895,24.488919237118438,38.95075494651055,37.579437288535836,51.1,중립
2017-06-22,67.31321626669816,95.35238907600557,63.28681095781705,23.285047563378875,52.532130429106004,40.09056208877324,57.0,중립
2017-06-23,75.5711355932855,95.80729132465576,75.10778704304424,18.421646033723228,36.18511973975314,32.288640496315224,55.6,중립
2017-06-26,76.12913400851497,96.38724760074462,78.78169246140749,21.590035501710346,48.64895934297777,31.442387153217798,58.8,중립
2017-06-27,76.18023424962051,96.2524144475985,78.52248365710209,20.39081783067049,61.54265766885856,33.216615960159636,61.0,탐욕
2017-06-28,76.01616097696278,94.649511124506,65.46434750432857,23.880246225832497,47.31817968107367,38.55853735442164,57.6,중립
2017-06-29,74.07577598498901,95.7048756734208,78.24864517538239,46.26869350923318,42.81533241795195,52.13780067258846,64.9,탐욕
2017-06-30,73.73515252895156,94.70802415603129,73.05988709710466,58.48801981092918,68.88409521129203,55.39433177585179,70.7,탐욕
2017-07-03,83.28739583603459,94.49972727453493,76.40025635328598,59.62675072271097,55.51583408548269,41.51687129562551,68.5,탐욕
2017-07-04,80.28441897381072,91.63687388106692,54.8046657625554,64.0165598926534,37.43080884809035,41.14916959591541,61.6,탐욕
2017-07-05,80.78982235680603,92.32045551676751,67.0835762927977,61.7042168724361,61.60090912433229,53.29756806325344,69.5,탐욕
2017-07-06,80.6619766864919,91.50925355443323,66.09036431277997,45.12948116817805,60.33366613093703,54.836496300879,66.4,탐욕
2017-07-07,83.98281177719956,89.15580430660633,52.242057911537145,48.349670406008464,38.085041805348816,37.24370262201206,58.2,중립
2017-07-10,91.25883030611708,88.8636245145324,56.21935779955265,47.14662504785246,43.024652876707,48.388255362483676,62.5,탐욕
2017-07-11,92.13468747034723,90.98130384839656,77.89551861254674,29.862058497204497,74.21209287202583,52.48271433818549,69.6,탐욕
2017-07-12,91.86601660167813,89.36442041860944,71.58414832507981,25.116422451583475,55.94262486713279,47.488981860478944,63.6,탐욕
2017-07-13,90.81733208855968,92.06206919819499,77.57259495931861,24.91015547718139,65.12382767513334,66.88803965346368,69.6,탐욕
2017-07-14,90.81590637184961,92.24392302147807,77.36550170145276,20.228144157552514,60.48298609999545,71.25553011673026,68.7,탐욕
2017-07-17,90.6468170624757,93.28680916696229,77.16295055945199,16.675786061661373,66.76685372236692,68.77465439067736,68.9,탐욕
2017-07-18,90.83095195159521,92.82454824800412,76.96478065226981,16.45228210705691,80.73379798171342,69.59872759746469,71.2,탐욕
2017-07-19,93.28716790223912,92.80644637177544,76.77083878368268,18.73418876480329,74.54278309323097,81.51973374615812,72.9,탐욕
2017-07-20,93.53163481483237,93.93338437043897,76.58097899156569,15.856439664890093,86.43719108165729,79.76356826737654,74.4,탐욕
2017-07-21,93.5533502261658,94.43971146167654,76.39506212758491,15.142315549333757,88.33514206772864,73.91061161247565,73.6,탐욕
2017-07-24,93.98104126710037,94.04629773464086,76.21295546508418,15.065799101405641,97.65308659996471,71.06064918520852,74.7,탐욕
2017-07-25,91.82167614931437,91.60447836463403,58.77540023417818,18.5406506326219,88.35780659218374,59.339361977876024,68.1,탐욕
2017-07-26,92.7255671629705,89.84525726971151,49.73937439568596,27.694985969270203,82.68540159408198,60.49502408754728,67.2,탐욕
2017-07-27,93.5418861925779,90.76605222605582,64.17520003374332,56.933933455257346,93.04731619516325,51.47430813309004,75.0,탐욕
2017-07-28,62.3065455067074,79.09738386706877,7.754092132925199,68.97664413427677,42.7966676629685,22.361143654327353,47.2,중립
2017-07-31,62.23096982203653,78.63200818242994,9.189314989628278,76.44946723266493,32.2223357408042,19.564117898948563,46.4,중립
2017-08-01,59.47049886637698,83.80193398639948,31.984945224023043,80.13777312737946,53.891728594321464,40.58300785176356,58.3,중립
2017-08-02,59.898651397712825,84.124906454984,39.43615303871354,72.48233241586173,43.49614542323989,36.6512846360216,56.0,중립
2017-08-03,27.95306649142921,69.35771879620324,2.489731911584213,51.56559101678696,11.504512879576351,12.903311051343335,29.3,공포
2017-08-04,27.99362543883882,71.58801621462082,5.801242580476168,45.198944785146736,10.807887915891085,16.80364810965112,29.7,공포
2017-08-07,27.952056592053182,71.73488105113348,7.89065944242946,41.44907476247705,12.09855652312341,22.162295678520405,30.5,공포
2017-08-08,30.466417870806822,69.05473984783308,6.019431543242732,40.83912257989887,9.31523941380828,16.87387413811588,28.8,공포
2017-08-09,21.32783493990577,56.73844828783309,0.5488878337326419,37.49603966913497,2.4525176096744152,10.971117911198775,21.6,공포
2017-08-10,25.778579499431913,51.60317847489087,0.27380268738929964,34.41172659972443,1.1859966564818272,7.6537610634748345,20.2,공포
2017-08-11,12.128367190425777,33.168048077825475,0.0037082930549565424,39.88762083725541,0.49275575966078267,0.45106007729100145,14.4,극도의 공포
2017-08-14,11.10351452286858,38.45627580941897,0.058001521212449086,36.34580583328973,1.6307696103289415,0.6319832636234418,14.7,극도의 공포
2017-08-16,9.163897621110735,43.7061269812921,0.38902202515126355,39.0462813378102,3.747329677504394,2.0033939089542576,16.3,극도의 공포
2017-08-17,7.95297159569337,48.70628121348955,1.5493570480642376,43.62104067192823,4.7041242231450235,2.5798026892754424,18.2,극도의 공포
2017-08-18,9.527446613710808,46.174643636853936,1.3779887072507662,31.23882799437583,10.86759052441007,1.2972748730848656,16.7,극도의 공포
2017-08-21,10.727793286931515,43.63687935073794,1.2311870759774932,16.74070771516466,9.664574573262536,1.5390112333707822,13.9,극도의 공포
2017-08-22,9.67368485042249,47.259897753751304,2.986553262232931,21.144525404240277,6.705262512684899,2.5525635303947922,15.1,극도의 공포
2017-08-23,10.059723331809494,46.68616517681962,3.4846382017984374,17.22682712828568,5.872867571385118,4.130348610872706,14.6,극도의 공포
2017-08-24,9.258825209618038,49.96734111331177,6.659843077025998,23.819813591981088,23.470391950904418,5.662488783885792,19.8,극도의 공포
2017-08-25,10.079156820538742,50.152799079362694,8.053180525996535,52.19807014013045,19.64185710377338,4.400939821842408,24.1,공포
2017-08-28,24.43172240787746,45.40044389145172,5.205880811448567,60.42896982857281,14.10125606685359,11.709634651062878,26.9,공포
2017-08-29,24.531060465629523,41.87874526191979,3.908744922186527,57.58444898843514,13.66325870816022,9.930516328036298,25.2,공포
2017-08-30,30.29102455514345,44.23605491693115,6.505158046405793,69.69834065114634,35.12402790624274,4.983771171066198,31.8,공포
2017-08-31,30.656025078861546,39.15180511539975,3.97459408691512,64.03355148467452,35.15299602146046,3.385435586342126,29.4,공포
2017-09-01,56.352965100087474,35.85411218691827,3.0108535501225235,53.28536635577633,75.93548021174016,12.598528662357111,39.5,공포
2017-09-04,45.529342928920514,23.93940548395806,0.454843935240892,58.6017903889075,27.790273287410912,5.895723959143688,27.0,공포
2017-09-05,46.478236158590136,22.247427816500746,0.4572998477641253,72.31628478054563,13.333255054826514,3.6087927983371695,26.4,공포
2017-09-06,46.3828405129713,19.472051475973657,0.34788186220467887,62.91703214947031,3.721581096198899,1.9900543460820284,22.5,공포
2017-09-07,40.89589941480227,28.175550761357915,2.573166218061271,62.945238747186025,22.04388808315288,10.557881246008687,27.9,공포
2017-09-08,42.234896080160325,26.491123278688523,2.4217748044438303,53.846424528367564,22.59604878821643,8.382405383541547,26.0,공포
2017-09-11,70.91623695350795,31.728465753838375,6.092914523115326,56.61370593559189,26.898079817696853,40.69236963597768,38.8,공포
2017-09-12,73.94465713482178,33.58055768252637,8.631983599842236,53.38026383772018,31.615207726878715,39.26203434275486,40.1,중립
2017-09-13,76.58677061045726,30.68615335579982,6.902639391234458,63.646008075665335,19.972108613260975,22.12911506536343,36.7,공포
2017-09-14,74.47212938442416,37.23052557349958,15.379978813073292,67.76926173402205,31.961484268579188,25.979223638946912,42.1,중립
2017-09-15,73.99547494786714,40.09060976102492,21.286302076558407,77.40094948501329,46.18575902100364,38.291829581797494,49.5,중립
2017-09-18,56.829491942032405,53.67962353784802,51.60598666904811,79.50647145438278,71.33099470802364,60.005284169410466,62.2,탐욕
2017-09-19,57.37374669021268,51.51112754059166,49.356335535942534,67.46565851989277,65.49164761455066,52.02576006187364,57.2,중립
2017-09-20,56.49182035122753,48.674474771497074,45.35394299308441,61.536539835688764,70.10986589403004,51.04863543054344,55.5,중립
2017-09-21,56.33818423532711,45.02256551646202,39.51963121111272,63.61956100982928,69.73857203959696,39.11478074653383,52.2,중립
2017-09-25,42.21835709487224,32.7031131993719,17.13229919429919,70.67223757188765,71.37011165154587,23.92917550913311,43.0,중립
2017-09-26,42.682535632039354,29.520551110924952,13.552514719620074,73.93245519506225,68.40373503574097,31.740000895993937,43.3,중립
2017-09-27,43.13576622083228,28.156706605723368,12.772034684993633,66.36418593541636,72.96607689220487,36.5478373607434,43.3,중립
2017-09-28,44.034353059916086,27.749201846393728,13.284396201105707,51.70401749097488,57.07316060758707,39.18994338929332,38.8,공포
2017-09-29,37.9402804508701,35.70354453169669,29.181980595878805,27.6560607543654,73.0142685302095,59.418717836681054,43.8,중립
2017-10-10,19.43750535798307,52.38571824381006,68.78088314566459,13.57979846196027,81.88719148333432,84.34164846987674,53.4,중립
2017-10-11,29.7067591902981,62.11677884186337,82.96607990808053,5.279947163461035,86.00293416041096,96.06383771895655,60.4,탐욕
2017-10-12,29.841387425624205,67.96555589183208,82.8039509544957,10.038156727161551,90.9288100790302,97.97625508052626,63.3,탐욕
2017-10-13,31.791483770686,66.25582292260354,81.90320189797087,14.588825955229645,87.69397932006665,98.43505394860505,63.4,탐욕
2017-10-16,38.369266850320415,67.67736344785061,82.4961016290831,21.415939333989463,87.1484420547908,96.8609810827492,65.7,탐욕
2017-10-17,39.59976105540834,68.16380990411221,82.34056515684497,18.65100732758538,79.95284228937163,98.14839063891857,64.5,탐욕
2017-10-18,39.67902415042276,66.29308071231759,81.2349737815962,24.708395033680812,80.54980399225393,95.76303222106084,64.7,탐욕
2017-10-19,35.23963296536333,60.72484896282183,73.82773393915511,24.810570382269393,75.47984462390254,93.41460779729574,60.6,탐욕
2017-10-20,35.4799014328578,66.3392521751883,81.98409983142955,39.280825057336585,84.80124268080888,97.91848139604043,67.6,탐욕
2017-10-23,37.113232285844646,65.1129989352655,81.8361536143256,51.40865324283453,96.84064724398324,96.03033130391626,71.4,탐욕
2017-10-24,36.542669665394634,63.91747939684631,81.69017001108658,61.636123337545214,98.08746204660046,94.19591116762376,72.7,탐욕
2017-10-25,51.656544872629084,63.303956476163336,81.54610830042898,95.00499018285782,98.32328296628536,86.35261512877325,79.4,탐욕
2017-10-26,47.593681034440074,56.67376018510753,72.67082963444547,99.832528913938,95.13217857718087,84.76961091687873,76.1,탐욕
2017-10-27,45.841606955496,62.285854615753856,81.34930117598009,99.96463583223061,94.5930486020654,91.03798831382521,79.2,탐욕
2017-10-30,47.908128329529184,63.1011161282164,81.21022473176559,99.98150367850083,90.20342623055572,92.56721961319938,79.2,탐욕
2017-10-31,65.11556570712153,70.50724249493993,81.07292583174642,99.9932494068716,89.42154898216172,98.94716047372405,84.2,극도의 탐욕
2017-11-01,57.403017562869024,80.81400355615071,80.93736866142571,99.67708378128975,92.07590032480688,99.734136511055,85.1,극도의 탐욕
2017-11-02,52.56526250427641,76.22398009476987,74.18266260114717,96.398741565203,85.67843608263898,99.26989492982784,80.7,극도의 탐욕
2017-11-03,53.86744714227035,78.93713268045644,80.73579916120292,80.33293483362122,86.69083494661581,99.1228740039971,79.9,탐욕
2017-11-06,51.843169402826796,74.79536569492265,75.0384615083747,63.94650311498721,78.20888308080252,97.44282358751022,73.5,탐욕
2017-11-07,72.88371112734384,72.0608105797902,72.0810302050646,53.89028162274201,75.70447450259368,89.62274957682092,72.7,탐욕
2017-11-08,79.85257583873795,73.38113878034093,76.92196315125204,38.65619508691528,85.9733075500385,82.35786717137081,72.9,탐욕
2017-11-09,81.77636177833453,71.42636059763548,75.56587805606857,11.964905398015407,79.39028294713022,76.09192748986003,66.0,탐욕
2017-11-10,79.93908640097531,67.16535023184147,69.86843399416745,11.21954524869317,70.99155438919013,75.67487696232031,62.5,탐욕
2017-11-13,75.80824468846706,60.74512628216458,59.42671804131947,14.11472954263036,56.93627340710968,68.07069086086696,55.9,중립
2017-11-14,75.06951781869084,57.8977746249201,56.15802948413477,15.514782936329658,51.55888837473539,64.58982869818045,53.5,중립
2017-11-15,73.1758066901995,53.00015184429693,48.66980801791318,24.08078674476033,54.95761170922082,60.68507058303074,52.4,중립
2017-11-16,72.25415560016145,59.31064576566762,63.23639591878938,23.604942207442225,55.0305338953614,67.19951618776582,56.8,중립
2017-11-17,75.57696748635284,57.79949311072614,62.51381983031186,30.25140446530142,50.31382673722664,52.13349893109381,54.8,중립
2017-11-20,74.2107487107617,53.787464630749916,56.95900108326958,43.62678469768586,26.877918044475823,45.96873761556281,50.2,중립
2017-11-21,74.03792114662686,53.96199487463329,59.41474298625382,60.87307340968407,5.727784287668953,45.870208029530524,50.0,중립
2017-11-22,72.789702037528,57.2952289533474,67.79260224480763,74.56479804532572,17.744655452740044,48.53018814021209,56.5,중립
2017-11-23,76.02253350575958,54.50163962436926,64.92413156185117,88.5705429167644,6.901347258032013,45.591164293916144,56.1,중립
2017-11-24,78.94317240687127,56.63936792498391,70.77859327508126,88.67796470003948,17.72707918597322,37.22222780094153,58.3,중립
2017-11-27,50.3911855716239,38.34758296881361,38.33386198816902,80.47846896771173,3.958502551268175,21.05008898950331,38.8,공포
2017-11-28,59.05874218409304,40.22983939931205,44.10306692175788,63.274600986881644,3.8272180744378708,12.174241158195997,37.1,공포
2017-11-29,82.65818114940762,38.66266756092324,42.94269171564474,39.564090225089764,3.9621266162846114,3.874573302812031,35.3,공포
2017-11-30,60.08921971180562,22.55665240406779,15.300024659842244,38.574903516696516,1.4607198525656082,1.844341661550019,23.3,공포
2017-12-01,64.82816818609925,21.514583046093193,14.919285536620025,37.34944581688896,2.2010054750666277,1.6686473511227418,23.7,공포
2017-12-04,44.99603499037972,31.20090705555483,33.49027461897659,39.21654218983062,11.118563895176125,4.790628707749214,27.5,공포
2017-12-05,42.194669390784114,34.075081300346376,40.969332310681125,40.90800279336372,19.030357101740147,6.7571497046308675,30.7,공포
2017-12-06,23.139352750204438,18.942706157682615,14.469080164389203,61.318466156550414,3.627288329196037,1.6554020982055853,20.5,공포
2017-12-07,21.535622992427392,14.565783957268602,9.025444639188162,65.80050005320793,2.7784400937248512,1.2930713279045376,19.2,극도의 공포
2017-12-08,20.528478105635628,14.691791676684868,9.981417483405314,75.64991987150552,3.687822718567414,1.9871682639515071,21.1,공포
2017-12-11,19.331459878416027,16.43496440724946,13.539394924093074,66.6178497378637,4.715062660954613,3.104906517496674,20.6,공포
2017-12-12,18.075173630237032,12.9221390884937,9.084615128944918,51.51945316312081,2.302726958917654,1.914683434476657,16.0,극도의 공포
2017-12-13,12.049190258302417,18.415283468875543,19.0324621159014,23.31309258180618,6.251309611377115,4.768158269758536,14.0,극도의 공포
2017-12-14,14.788058026914968,14.303279864918517,12.97871669545692,14.64216514549791,3.764666400640188,2.9057141158346305,10.6,극도의 공포
